zip,num_interviews
02368,4
02370,1
02375,1
02379,2
02382,1
02420,2
02421,2
02445,4
02446,3
02451,2
02457,1
02458,4
02459,3
02460,1
02467,4
02468,1
02472,6
02476,1
02478,4
02481,2
02482,1
02492,4
02493,1
02494,2
02532,1
02536,3
02538,1
02539,1
02540,2
02542,1
02563,2
02601,3
02631,1
02633,1
02635,1
02639,2
02642,1
02645,1
02649,2
02653,2
02660,2
02675,1
02703,1
02721,1
02724,1
02726,1
02740,1
02760,4
02762,2
02770,1
02771,1
02790,1
02802,1
02878,1
02885,1
02888,1
02895,1
02903,1
02904,1
02905,1
02906,1
02907,1
03032,1
03033,2
03038,5
03044,1
03045,2
03046,3
03051,3
03054,1
03055,2
03060,3
03062,5
03063,2
03071,1
03076,4
03077,1
03079,3
03084,1
03087,2
03101,4
03102,6
03103,3
03104,10
03106,4
03108,1
03109,5
03110,1
03224,1
03226,1
03229,1
03234,1
03235,1
03244,2
03246,5
03261,2
03264,1
03268,1
03275,1
03301,6
03303,2
03431,6
03443,1
03446,1
03449,1
03458,1
03465,1
03467,1
03582,1
03585,1
03801,2
03809,2
03811,1
03819,1
03820,6
03824,2
03826,2
03835,1
03842,1
03851,1
03852,2
03857,5
03859,1
03861,1
03865,2
03867,5
03874,2
03878,1
03885,2
03908,1
04071,1
04210,1
04348,1
04401,1
04450,1
04462,1
04655,1
04666,1
04736,1
04740,1
04854,1
04901,1
04910,1
05143,1
05262,1
05301,1
05356,1
05478,1
05488,1
05641,1
05676,1
06001,1
06010,1
06032,1
06040,1
06042,1
06043,1
06053,1
06070,1
06082,1
06106,2
06108,2
06114,1
06118,1
06239,1
06255,1
06339,1
06360,1
06405,1
06450,1
06457,2
06469,1
06473,1
06478,1
06482,3
06484,4
06489,1
06498,2
06511,2
06512,2
06514,1
06516,1
06518,1
06604,1
06606,1
06611,4
06614,1
06706,1
06716,1
06759,2
06810,1
06824,1
06850,1
06851,2
06854,1
06855,1
06870,1
06880,1
06906,1
07001,1
07002,3
07005,1
07006,1
07008,1
07010,1
07011,1
07012,1
07014,2
07016,2
07017,2
07018,1
07020,1
07024,1
07028,1
07029,2
07030,3
07036,2
07039,1
07040,1
07043,1
07045,1
07046,1
07050,1
07052,2
07054,1
07055,2
07059,1
07060,1
07065,1
07066,1
07067,1
07070,2
07071,1
07079,1
07080,1
07081,2
07082,1
07083,9
07086,1
07087,2
07090,4
07093,2
07095,2
07102,2
07104,1
07105,1
07108,6
07109,2
07110,2
07111,5
07112,2
07114,2
07202,6
07203,1
07208,2
07302,3
07304,2
07305,3
07306,1
07405,1
07407,1
07410,1
07419,3
07422,1
07424,2
07436,3
07438,1
07442,2
07444,2
07446,3
07461,2
07462,2
07463,1
07470,4
07501,4
07506,1
07522,1
07601,9
07603,2
07620,1
07621,1
07631,3
07640,1
07642,2
07644,2
07646,2
07649,1
07652,5
07657,1
07660,1
07661,1
07670,1
07675,2
07676,2
07712,2
07719,1
07726,5
07728,6
07730,1
07731,2
07733,3
07734,1
07735,2
07738,3
07747,4
07748,2
07758,1
07760,1
07801,1
07821,1
07823,1
07825,1
07826,1
07839,2
07840,1
07855,1
07856,2
07863,1
07865,1
07866,6
07869,1
07871,2
07874,1
07882,1
07885,1
07901,1
07920,2
07927,1
07928,3
07930,1
07932,1
07933,1
07945,1
07950,1
07960,2
07963,1
07974,1
08003,5
08005,2
08007,1
08012,7
08015,1
08016,3
08021,11
08028,3
08029,2
08030,1
08034,1
08037,3
08043,3
08048,1
08050,1
08051,1
08052,6
08053,6
08054,16
08055,4
08056,1
08059,2
08060,3
08061,1
08062,3
08065,1
08066,2
08068,1
08069,1
08070,2
08075,1
08077,5
08080,3
08081,6
08083,1
08085,1
08089,1
08090,1
08094,1
08095,2
08096,7
08097,1
08098,1
08103,2
08104,4
08105,2
08108,2
08109,5
08201,1
08203,1
08204,1
08205,4
08210,1
08225,1
08226,1
08234,5
08260,4
08302,2
08311,1
08318,1
08322,1
08323,1
08330,2
08332,3
08342,1
08360,3
08361,1
08401,9
08502,1
08505,2
08518,1
08520,1
08527,1
08534,2
08536,1
08542,1
08544,1
08550,1
08560,3
08601,1
08610,1
08619,3
08620,2
08628,5
08629,1
08638,2
08648,4
08690,1
08691,1
08701,1
08721,1
08723,2
08736,1
08752,1
08753,4
08755,1
08757,1
08758,1
08759,6
08801,1
08805,1
08807,2
08809,1
08812,1
08816,6
08817,4
08820,1
08823,1
08830,5
08831,4
08833,1
08835,2
08840,3
08844,1
08846,1
08850,2
08854,2
08858,1
08859,3
08861,4
08865,2
08869,1
08872,2
08873,3
08876,1
08884,1
08901,3
08904,2
09140,1
09756,1
10001,32
10002,16
10003,7
10004,6
10005,6
10006,1
10007,4
10009,57
10010,5
10011,29
10012,1
10013,15
10014,7
10016,3
10017,1
10018,1
10019,11
10020,1
10021,12
10022,20
10023,8
10024,4
10025,10
10026,5
10027,15
10028,6
10029,16
10030,2
10031,9
10032,9
10033,5
10034,4
10035,3
10036,12
10037,2
10038,1
10039,2
10040,2
10045,1
10065,5
10075,3
10111,1
10116,9
10128,6
10280,1
10301,1
10302,2
10305,2
10306,3
10308,4
10309,1
10312,5
10314,4
10451,4
10452,1
10453,2
10454,1
10455,3
10456,5
10457,2
10458,3
10459,1
10460,1
10461,7
10462,6
10463,2
10465,4
10466,5
10467,4
10468,1
10469,2
10470,1
10471,1
10472,1
10473,1
10475,2
10514,1
10516,1
10522,1
10528,1
10538,2
10541,2
10546,1
10547,2
10549,1
10567,2
10573,2
10578,1
10580,1
10583,4
10590,3
10591,1
10598,1
10603,1
10604,1
10701,1
10704,1
10705,2
10708,1
10710,1
10804,2
10928,1
10954,2
10960,1
10962,1
10980,1
10987,1
10989,2
10992,2
10994,1
11001,2
11003,2
11004,1
11005,1
11010,2
11021,1
11040,3
11050,1
11078,1
11101,2
11102,2
11103,2
11104,1
11105,2
11201,19
11202,1
11203,7
11204,3
11205,5
11207,4
11208,7
11209,4
11210,1
11211,4
11212,11
11213,4
11214,6
11215,2
11216,1
11217,1
11218,3
11219,1
11220,6
11221,5
11222,5
11223,5
11224,5
11225,4
11226,5
11229,2
11230,5
11233,3
11234,5
11235,2
11236,2
11238,4
11249,4
11252,1
11354,3
11355,8
11356,4
11357,5
11358,2
11361,2
11363,1
11364,3
11365,1
11367,5
11368,3
11370,1
11373,4
11374,2
11375,4
11377,7
11378,2
11379,2
11385,5
11411,1
11413,2
11414,3
11415,1
11416,4
11418,4
11419,2
11420,1
11422,2
11427,2
11429,1
11432,4
11434,6
11435,1
11439,1
11501,3
11516,1
11530,1
11542,1
11550,1
11552,3
11553,4
11554,4
11557,1
11558,1
11561,3
11566,2
11568,1
11570,1
11572,3
11577,2
11580,4
11691,3
11693,1
11697,1
11701,1
11703,1
11704,3
11706,3
11710,1
11713,2
11714,1
11716,1
11717,3
11719,1
11720,1
11722,2
11724,1
11725,2
11726,2
11727,2
11729,2
11735,1
11738,1
11741,1
11743,4
11747,2
11753,2
11755,3
11756,2
11757,5
11758,2
11762,1
11763,1
11768,1
11777,2
11778,2
11779,2
11782,3
11784,4
11786,1
11788,2
11790,1
11791,2
11793,2
11795,3
11796,2
11798,1
11801,3
11803,1
11804,1
11931,1
11933,1
11937,2
11949,1
11950,1
11955,1
11967,4
12043,1
12062,1
12123,1
12167,1
12180,1
12184,1
12203,1
12211,1
12306,1
12307,2
12308,1
12309,1
12345,3
12401,2
12412,1
12456,1
12504,1
12515,1
12524,1
12525,1
12538,3
12548,1
12549,2
12550,4
12553,1
12561,2
12566,1
12571,1
12575,1
12589,2
12590,1
12594,1
12701,1
12754,2
12803,1
12832,2
13021,1
13027,1
13032,1
13042,1
13045,1
13069,2
13101,2
13108,1
13126,1
13132,1
13202,1
13210,1
13329,1
13413,1
13420,1
13440,2
13601,1
13617,1
13662,3
13796,1
13904,1
14001,1
14048,1
14063,2
14072,1
14120,3
14132,1
14150,1
14202,1
14204,1
14207,1
14209,1
14210,1
14211,1
14215,1
14216,1
14221,2
14225,2
14226,1
14228,1
14420,1
14450,1
14469,1
14512,1
14513,1
14526,1
14559,1
14606,3
14607,1
14608,1
14609,2
14617,1
14618,1
14620,1
14621,1
14624,1
14701,1
14718,1
14760,1
14830,1
14850,2
14901,1
15001,2
15010,1
15024,1
15025,1
15044,3
15102,1
15143,2
15146,1
15212,1
15216,1
15219,2
15221,3
15226,1
15227,1
15239,2
15243,3
1532,1
15522,1
15545,1
15557,1
15628,1
15668,1
15701,1
15801,1
15863,1
15909,1
15963,1
16001,1
1604,1
16066,1
16101,1
16105,1
16148,1
16229,1
16301,2
16335,2
16354,1
16407,1
16511,1
16602,1
16630,1
16701,1
16803,1
16823,1
16826,1
16830,1
16858,1
16901,1
16912,1
17022,1
17042,2
17046,1
17047,1
17050,1
17055,2
17081,1
17103,1
17110,1
17112,1
17236,1
17257,1
17268,1
17301,1
17315,1
17316,1
17361,1
17362,1
17403,1
17404,1
17512,1
17543,4
1760,1
17601,1
17603,2
17701,3
17841,1
17844,1
17901,2
17921,1
17931,1
17948,1
17970,1
17976,1
18011,2
18013,1
18015,8
18017,7
18018,5
18020,5
18031,1
18032,1
18036,1
18040,1
18042,6
18044,1
18045,2
18049,4
18052,1
18055,2
18056,1
18058,1
18059,1
18064,3
18067,4
18072,1
18080,1
18101,1
18102,8
18103,6
18104,5
18109,3
18201,1
18211,1
18247,1
18324,2
18326,1
18333,1
18334,1
18337,2
18344,1
18411,1
18510,1
1854,1
18603,2
18612,1
1867,1
18704,1
18707,1
1879,1
18901,6
18914,4
18917,1
18923,1
18925,2
18940,2
18944,6
18951,2
18960,2
18964,1
18966,4
18969,2
18974,4
18976,3
18977,4
19001,1
19002,4
19003,2
19006,4
19007,5
19008,2
19013,4
19014,5
19015,1
19018,2
19019,4
19020,6
19021,1
19023,1
19026,3
19027,1
19030,3
19031,1
19032,1
19033,2
19040,1
19041,1
19043,1
19044,3
19047,6
19053,2
19054,2
19056,3
19057,1
19061,6
19063,2
19066,1
19067,5
19072,1
19073,1
19074,1
19078,3
19082,4
19083,1
19085,1
19086,2
19087,2
19090,3
19096,2
19103,1
19104,5
19106,1
19107,1
19111,12
19114,3
19115,1
19116,3
19118,1
19119,2
19120,2
19121,7
19123,3
19124,3
19125,4
19127,3
19128,8
19129,2
1913,1
19130,1
19131,5
19132,3
19133,3
19134,7
19135,3
19136,5
19137,1
19138,4
19139,4
19140,9
19141,1
19143,6
19144,1
19145,7
19146,4
19147,6
19148,6
19149,4
19150,4
19152,4
19153,2
19154,4
19312,1
19320,7
19330,1
19335,5
19341,2
19342,1
19355,2
19363,2
19365,2
19380,3
19382,6
19401,4
19403,3
19405,1
19406,3
19422,2
19425,4
19426,46
19438,3
19440,2
19446,8
19454,2
19460,5
19464,4
19465,4
19468,1
19473,6
19480,1
19510,2
19518,2
19522,3
19525,4
19526,1
19533,1
19547,1
19560,1
19565,1
19601,1
19602,2
19604,2
19605,1
19606,5
19607,3
19609,2
19610,1
19611,1
19612,2
19701,6
19702,8
19703,1
19706,2
19707,1
19709,2
19711,5
19713,4
19720,7
19734,2
19801,4
19803,2
19804,2
19805,3
19806,1
19808,5
19809,1
19810,2
1987,1
19901,3
19904,2
19933,1
19934,1
19938,1
19939,1
19943,2
19952,2
19962,1
19977,7
20001,1
20002,2
20006,1
20007,1
20009,3
20010,7
20011,2
20016,1
20018,1
20019,1
20020,3
20032,1
20037,1
20105,1
20109,1
20110,2
20111,1
20112,1
20120,1
20121,2
20136,1
20147,3
20148,5
20149,1
20151,1
20164,2
20170,6
20171,4
20175,1
20176,1
20190,2
20191,1
20194,1
20601,1
20602,1
20603,1
20616,1
20657,1
20705,1
20707,1
20712,1
20721,2
20723,1
20736,1
20743,1
20744,1
20745,1
20747,2
20770,1
20783,1
20784,1
20850,1
20853,1
20854,2
20871,1
20874,1
20876,1
20877,1
20878,1
20879,1
20903,1
20904,3
20906,2
20907,1
20910,1
21001,1
21009,1
21022-1372,1
21030,1
21042,2
21044,1
21060,2
21061,1
21074,1
21075,1
21078,1
21085,1
21113,2
21117,2
21122,1
2113,1
21157,1
21162,1
21201,2
21202,2
21204,1
21206,2
21207,2
21212,1
21215,1
21221,2
21222,3
21230,1
21234,1
21236,1
21237,3
21239,2
2127,1
2130,1
2132,1
21502,3
21702,2
21722,1
21740,3
21871,1
21921,1
22003,1
22015,2
22030,3
22031,2
22042,1
22101,1
22153,1
22191,2
22193,1
22201,4
22204,1
22206,1
22207,1
22209,2
22211,1
22308,1
22314,1
22315,2
22405,1
22407,2
22482,1
22514,1
22534,1
22546,1
22554,1
22572,1
22602,1
22655,1
22701,3
22903,2
22911,1
23005,1
23059,2
23111,1
23113,1
23114,2
23188,2
23220,1
23222,1
23225,1
23226,1
23228,1
23229,2
23231,4
23235,1
23320,2
23451,2
23453,3
23454,2
23456,2
23464,4
23502,1
23503,1
23504,1
23505,1
23507,1
23601,4
23661,1
23666,1
23821,1
23822,1
23831,1
23832,1
23836,2
23860,1
23901,1
23936,1
23964,1
24013,1
24018,1
24102,2
24112,3
24121,1
24134,1
24141,2
24151,1
24153,1
24202,1
24219,1
24317,1
24319,1
24354,1
24370,1
24382,2
24401,2
24426,1
24477,1
24502,1
24538,1
24605,1
24609,1
24740,2
24882,1
24938,1
25186,1
25306,1
25315,1
25401,1
25404,1
25405,1
25419,1
25550,1
25705,1
25837,1
26003,1
26062,1
26070,1
26133,1
26554,2
26582,1
27014,1
27103,1
27104,1
27106,1
27205,2
27215,2
27217,2
27260,1
27284,1
27305,1
27312,1
27317,1
27330,1
27360,1
27371,1
27403,1
27405,1
27409,1
27410,1
27510,1
27525,1
27526,1
27529,3
27530,1
27536,1
27540,1
27560,1
27565,1
27596,1
27603,1
27604,1
27606,2
27612,1
27616,1
27713,1
27816,1
27822,1
27834,1
27843,1
27850,1
27851,1
27856,1
27858,1
27909,1
27937,1
28012,1
28016,2
28027,1
28052,2
28054,1
28056,2
28075,1
28086,1
28092,2
28104,1
28105,1
28110,1
28115,1
28117,1
28120,1
28139,1
28144,1
28146,1
28150,1
28164,1
28204,1
28205,1
28208,1
28209,1
28214,4
28215,2
28216,1
28217,1
28262,1
28270,2
28277,1
28303,1
28311,1
28312,1
28314,1
28352,1
28358,2
28376,3
28401,1
28403,2
28411,1
28431,1
28443,1
28451,1
28460,1
28461,2
28472,2
28510,1
28546,1
28551,1
28557,1
28606,1
28635,1
28657,1
28659,1
28677,1
28681,1
28690,1
28730,1
28732,1
28739,1
28792,2
28801,2
28803,2
28901,2
28904,4
28906,1
28909,2
29058,1
29069,1
29070,1
29078,1
29204,1
29205,1
29209,2
29212,1
29301,2
29302,1
29307,2
29360,1
29365,1
29388,1
29414,1
29420,1
29437,1
29455,1
29456,2
29464,1
29482,1
29483,3
29501,1
29506,1
29532,1
29565,1
29569,1
29571,1
29572,1
29575,1
29577,1
29579,2
29592,1
29607,1
29611,1
29615,2
29625,1
29649,1
29651,4
29671,1
29680,1
29681,4
29687,1
29689,1
29693,1
29702,1
29710,2
29715,1
29720,1
29732,1
29745,1
29801,1
29803,1
29926,1
30003,2
30004,17
30005,7
30006,2
30008,5
30009,1
30011,1
30012,3
30013,2
30014,1
30016,4
30017,2
30019,3
30021,2
30022,11
30024,7
30028,2
30030,6
30031,1
30032,3
30033,6
30034,8
30035,7
30038,2
30039,4
30040,21
30041,4
30043,13
30044,9
30045,8
30046,3
30047,8
30048,1
30052,11
30056,1
30058,5
30060,14
30061,1
30062,11
30064,7
30066,6
30067,4
30068,4
30071,4
30072,1
30075,9
30076,8
30078,8
30080,9
30082,1
30083,7
30084,4
30087,2
30091,1
30092,4
30093,2
30094,3
30096,4
30097,5
30101,3
30102,7
30104,1
30105,1
30106,1
30110,2
30113,3
30114,6
30115,4
30116,6
30117,1
30120,5
30121,5
30122,5
30124,1
30125,3
30126,1
30127,11
30132,10
30134,8
30135,15
30143,2
30144,7
30152,6
30153,1
30157,4
30161,5
30165,6
30168,1
30175,1
30178,1
30179,1
30180,4
30183,1
30184,4
30185,1
30188,13
30189,2
30204,2
30213,2
30214,1
30215,3
30223,3
30224,4
30228,7
30230,1
30233,6
30236,5
30238,2
30240,9
30241,3
30248,1
30251,1
30252,4
30253,11
30257,2
30263,7
30265,3
30268,1
30269,4
30274,1
30277,3
30281,5
30284,1
30288,2
30290,2
30291,2
30294,7
30297,2
30301,16
30302,5
30303,16
30305,8
30306,8
30307,13
30308,15
30309,11
30310,9
30311,5
30312,7
30313,6
30314,23
30315,11
30316,10
30317,2
30318,7
30319,13
30324,6
30326,1
30327,4
30328,3
30329,6
30331,15
30337,3
30338,8
30339,5
30340,2
30341,9
30342,5
30344,4
30345,2
30346,2
30348,1
30349,5
30350,10
30354,1
30360,4
30363,2
30461,1
30467,1
30501,2
30506,6
30507,1
30512,1
30513,1
30517,1
30518,3
30519,4
30521,1
30523,2
30525,1
30527,1
30533,11
30534,3
30542,5
30546,2
30548,6
30549,4
30553,2
30558,2
30559,1
30560,1
30565,1
30566,6
30575,1
30601,3
30604,1
30605,6
30606,11
30607,5
30620,1
30621,1
30627,1
30628,1
30629,1
30630,1
30633,1
30642,1
30646,2
30650,3
30655,3
30666,1
30677,1
30680,9
30683,2
30701,10
30705,3
30721,1
30733,1
30735,1
30736,1
30747,2
30814,1
30815,1
30824,1
30904,1
30906,3
30907,1
30909,1
3102,1
31024,2
31027,2
31028,1
31032,1
31046,2
31064,1
31088,1
31089,1
31093,1
31097,1
31107,15
31211,1
31324,2
31407,1
31510,1
31520,1
31602,2
31620,1
31626,1
31639,1
31647,1
31705,1
31707,1
31763,2
31768,2
31822,1
31901,1
31906,1
31907,1
32003,3
32011,1
32043,1
32065,1
32068,2
32073,1
32084,1
32086,2
32091,2
32092,1
32114,1
32127,1
32137,1
32163,1
32176,1
32209,1
32210,2
32217,1
32222,1
32223,1
32225,1
32226,2
32233,1
32244,1
32304,2
32312,1
32317,1
32351,1
32401,1
32405,1
32413,1
32440,1
32448,1
32503,3
32507,1
32514,2
32550,1
32567,1
32570,1
32605,1
32607,2
32653,1
32703,3
32707,1
32708,2
32712,1
32713,3
32714,3
32724,3
32726,1
32746,1
32763,1
32765,2
32771,1
32773,1
32780,1
32792,3
32801,1
32803,2
32804,1
32805,1
32810,4
32811,2
32812,1
32818,3
32819,1
32821,3
32825,2
32826,1
32829,1
32835,1
32836,1
32837,1
32839,3
32901,1
32907,2
32909,1
32922,1
32927,1
32931,1
32934,1
32935,1
32940,1
32951,1
32955,1
32963,1
33012,1
33013,1
33016,1
33020,1
33021,1
33024,1
33026,1
33027,2
33029,3
33031,1
33033,1
33035,2
33040,1
33060,1
33064,1
33065,1
33073,1
33076,2
33101,1
33109,1
33122,2
33125,2
33128,1
33130,4
33131,2
33132,1
33134,1
33135,1
33139,1
33140,2
33142,1
33144,1
33161,2
33162,1
33165,1
33167,1
33173,1
33174,1
33176,2
33178,1
33179,1
33180,1
33183,1
33185,1
33187,2
33190,2
33196,1
33304,1
33305,1
33308,1
33309,1
33312,1
33321,2
33322,1
33326,1
33334,3
33351,4
33406,1
33407,1
33409,1
33410,2
33415,1
33418,1
33428,2
33432,1
33433,4
33435,1
33436,2
33437,2
33442,1
33444,1
33445,1
33449,1
33458,1
33467,1
33473,1
33477,1
33480,1
33484,3
33496,2
33511,2
33540,1
33543,1
33544,1
33547,1
33556,2
33569,1
33570,1
33572,1
33573,1
33578,1
33579,1
33594,1
33602,1
33604,3
33605,2
33607,1
33610,1
33611,1
33612,5
33613,3
33614,1
33619,1
33634,1
33637,1
33647,1
33701,1
33708,1
33714,1
33765,3
33771,2
33773,2
33782,1
33801,1
33805,1
33810,1
33837,1
33860,1
33868,1
33870,1
33880,1
33896,1
33897,1
33901,1
33904,1
33908,1
33909,1
33913,1
33914,2
33917,1
33928,2
33931,1
33947,1
33952,1
33974,1
33990,2
34034,1
34102,1
34105,1
34113,2
34119,3
34120,1
34201,2
34203,1
34209,1
34222,2
34231,1
34236,1
34237,1
34238,1
34242,1
34243,1
34275,1
34420,1
34433,1
34434,1
34442,1
34461,1
34476,2
34477,1
34606,1
34608,1
34610,1
34613,1
34652,2
34653,1
34655,2
34684,2
34691,1
34695,3
34698,1
34711,2
34714,1
34731,1
34741,10
34744,2
34746,4
34747,1
34758,2
34761,2
34787,1
34788,2
34953,2
34972,1
34983,1
35005,1
35020,1
35043,1
35068,1
35071,1
35111,1
35127,1
35151,1
35160,1
35173,2
35211,1
35215,1
35217,2
35224,1
35226,1
35228,1
35242,1
35404,1
35405,1
35444,1
35481,1
35541,1
35594,1
35616,1
35654,1
35750,1
35758,1
35801,1
35805,1
35810,1
35893,1
35904,1
35954,1
35966,1
35968,1
35973,2
36054,1
36067,1
36107,1
36109,1
36111,1
36116,1
36207,1
36250,1
36262,2
36266,1
36268,1
36272,1
36273,1
36274,1
36301,5
36305,1
36330,1
36344,1
36360,1
36562,2
36801,1
36830,1
36863,1
37013,2
37029,1
37040,1
37050,1
37066,1
37073,1
37075,1
37087,1
37101,1
37115,3
37122,2
37127,1
37128,1
37129,1
37130,1
37135,1
37148,1
37174,2
37188,1
37189,1
37205,1
37206,1
37209,1
37211,1
37212,1
37217,1
37221,1
37303,1
37312,2
37331,1
37334,1
37343,1
37355,2
37379,1
37385,1
3740,1
37416,1
37421,1
37604,1
37620,2
37640,1
37642,1
37660,1
37687,1
37690,1
37743,1
37748,1
37763,1
37764,2
37765,1
37766,1
37769,1
37772,1
37774,2
37803,1
37804,1
37806,1
37814,1
37819,1
37840,1
37849,1
37863,1
37869,1
37874,1
37890,1
37917,1
37918,1
37920,1
37921,2
37922,1
37923,1
37924,1
37931,1
38001,1
38017,1
38018,1
38024,1
38103,1
38105,1
38109,1
38115,1
38116,1
38117,1
38119,1
38122,1
38128,1
38135,1
38225,1
38242,1
38313,1
38330,1
38366,2
38401,1
38451,1
38501,3
38544,1
38553,1
38556,2
38562,1
38583,1
38606,1
38654,1
38655,1
38659,1
38751,1
38804,1
38834,1
38915,1
38965,1
39051,1
39056,2
39110,1
39111,1
39175,1
39202,2
39204,1
39212,2
39402,1
39440,1
39443,1
39502,1
39505,1
39560,1
40003,1
40010,1
40037,1
40047,1
40059,1
40162,2
40202,1
40204,1
40206,1
40211,1
40216,1
40219,1
40299,1
40311,1
40324,2
40342,1
40353,1
40359,1
40380,1
40403,2
40422,1
40447,1
40484,1
40505,1
40508,1
40517,2
40701,1
40769,1
40831,2
40965,1
41017,2
41030,1
41033,1
41042,1
41091,1
41102,2
41144,2
41174,1
41230,1
41240,1
41635,1
41702,1
41749,1
42069,1
42082,1
42101,3
42103,1
42141,2
42303,1
42754,2
42757,1
43017,1
43023,1
43026,1
43050,1
43054,1
43055,5
43062,1
43065,1
43081,2
43103,2
43119,2
43123,1
43147,1
43207,2
43209,1
43221,1
43228,2
43229,1
43230,1
43311,1
43358,1
43420,1
43526,1
43537,1
43551,1
43567,1
43604,1
43605,2
43607,1
43615,1
43731,1
43830,1
43832,1
43920,1
43964,1
44001,1
44022,1
44035,1
44039,2
44052,1
44053,1
44056,1
44060,1
44062,1
44070,1
44074,1
44076,1
44087,2
44095,1
44105,2
44106,1
44110,1
44113,1
44115,1
44122,3
44124,1
44126,1
44130,3
44133,1
44134,4
44136,1
44143,1
44144,1
44149,1
44197,1
44203,1
44221,3
44224,2
44235,1
44241,1
44260,1
44266,1
44270,1
44301,2
44305,1
44306,1
44314,2
44320,1
44410,1
44431,1
44446,1
44460,1
44485,1
44515,1
44641,1
44646,1
44663,1
44695,1
44707,2
44720,1
44805,2
44827,1
44833,1
44857,1
44870,1
44890,1
44907,2
45011,4
45014,1
45015,1
45030,1
45122,1
45140,2
45169,1
45202,1
45212,1
45219,1
45225,1
45237,2
45238,1
45247,1
45248,1
45324,1
45331,1
45344,1
45345,1
45365,1
45373,2
45385,1
45414,1
45429,1
45431,1
45458,1
45459,1
45613,1
45638,1
45677,1
45734,1
45760,1
45804,1
45810,1
45891,2
46001,2
46012,1
46033,1
46060,1
46074,1
46075,1
46077,1
46113,1
46122,1
46123,1
46140,2
46140000,1
46142,1
46151,2
46163,1
46201,1
46202,1
46203,2
46208,1
46218,1
46220,1
46221,4
46222,1
46224,1
46226,1
46227,2
46236,2
46239,1
46254,2
46260,2
46307,2
46311,1
46312,1
46321,1
46322,1
46360,1
46368,3
46373,1
46375,2
46385,1
46410,2
46510,1
46514,2
46614,1
46628,1
46637,1
46750,1
46801,1
46804,1
46806,3
46808,1
46940,1
47001,1
47060,1
47129,1
47170,1
47274,1
47303,2
47362,1
47620,1
47715,2
47802,1
47874,1
47905,1
47906,1
47933,1
48021,2
48035,1
48036,1
48038,1
48040,1
48045,1
48047,1
48051,1
48062,1
48066,1
48075,2
48076,1
48083,1
48091,3
48092,1
48103,2
48105,1
48108,2
48109,1
48111,1
48117,1
48124,1
48126,1
48161,3
48162,1
48170,5
48174,1
48178,1
48180,1
48186,1
48187,2
48189,1
48192,1
48197,2
48198,1
48202,2
48212,1
48217,1
48223,1
48224,2
48229,1
48236,1
48239,1
48307,2
48309,1
48310,1
48315,2
48329,1
48331,1
48335,2
48341,2
48346,1
48366,1
48374,1
48380,1
48421,1
48430,1
48442,2
48453,1
48458,1
48467,1
48603,1
48625,1
48640,1
48647,1
48653,1
48706,2
48725,1
48737,1
48746,2
48750,1
48801,1
48808,1
48823,2
48848,1
48858,4
48892,1
48910,2
49002,3
49007,1
49015,1
49030,1
49036,1
49037,1
49085,1
49087,1
49224,1
49305,1
49315,1
49321,1
49329,1
49401,1
49426,1
49437,1
49441,1
49442,2
49464,1
49504,3
49509,1
49525,1
49546,2
49707,1
49735,2
49738,1
49770,1
49801,1
49868,1
49885,1
49938,1
50010,2
50021,1
50023,2
50029,1
50049,1
50138,1
