zip,num_interviews
18104,2
18109,2
18211,1
18324,1
18337,2
18344,1
18510,1
18704,1
18707,1
18901,3
18914,3
18923,1
18925,2
18940,1
18944,3
18951,2
18960,2
18964,1
18966,3
18969,2
18974,2
18976,2
18977,2
19001,1
19002,2
19003,2
19006,4
19007,5
19008,1
19013,4
19014,2
19015,1
19019,4
19020,5
19021,1
19026,1
19030,1
19031,1
19033,2
19040,1
19041,1
19043,1
19044,3
19047,1
19053,2
19054,1
19056,3
19061,4
19063,1
19066,1
19067,3
19073,1
19074,1
19082,3
19083,1
19086,1
19087,1
19090,2
19096,2
19103,1
19104,3
19106,1
19107,1
19111,8
19114,1
19116,1
19118,1
19119,1
19120,1
19121,3
19123,2
19124,1
19125,4
19127,1
19128,5
19129,1
19130,1
19131,4
19132,2
19133,3
19134,4
19135,2
19136,3
19138,2
19139,2
19140,5
19141,1
19143,2
19145,6
19146,1
19147,5
19148,4
19149,2
19150,1
19152,3
19153,1
19154,4
19320,4
19330,1
19335,4
19341,2
19342,1
19365,2
19380,2
19382,2
19401,2
19403,3
19406,2
19422,2
19425,4
19426,5
19438,1
19440,2
19446,5
19454,1
19460,3
19464,2
19465,2
19473,3
19480,1
19510,1
19522,2
19525,4
19526,1
19560,1
19601,1
19602,2
19604,2
19606,3
19607,1
19609,1
19610,1
19611,1
19612,1
19701,4
19702,4
19703,1
19709,1
19711,4
19713,2
19720,4
19734,1
19801,2
19803,1
19804,2
19805,2
19808,3
19809,1
19810,1
1987,1
19901,2
19904,2
19933,1
19938,1
19939,1
19943,2
19962,1
19977,3
20002,1
20007,1
20009,3
20010,3
20011,1
20016,1
20018,1
20020,2
20032,1
20037,1
20109,1
20110,2
20111,1
20112,1
20121,2
20147,3
20148,4
20149,1
20164,2
20170,5
20171,2
20176,1
20191,1
20601,1
20602,1
20616,1
20657,1
20705,1
20707,1
20712,1
20721,1
20723,1
20743,1
20744,1
20745,1
20747,1
20770,1
20783,1
20784,1
20853,1
20854,1
20876,1
20877,1
20878,1
20879,1
20903,1
20904,1
20906,1
20907,1
20910,1
21022-1372,1
21030,1
21042,1
21044,1
21060,2
21061,1
21074,1
21075,1
21078,1
21085,1
21113,1
21117,2
21122,1
21157,1
21201,2
21202,1
21204,1
21206,1
21207,1
21212,1
21215,1
21221,2
21222,2
21234,1
21237,2
21239,2
21502,1
21702,1
21740,3
21871,1
22003,1
22015,2
22030,1
22031,2
22042,1
22153,1
22191,2
22193,1
22201,2
22206,1
22207,1
22209,2
22211,1
22308,1
22314,1
22407,2
22482,1
22514,1
22546,1
22572,1
22655,1
22701,2
22903,1
22911,1
23005,1
23059,1
23111,1
23113,1
23114,1
23188,2
23220,1
23222,1
23225,1
23226,1
23229,2
23231,3
23235,1
23320,1
23451,2
23453,2
23454,2
23456,1
23464,2
23502,1
23504,1
23505,1
23601,3
23666,1
23822,1
23831,1
23832,1
23836,2
23901,1
23936,1
23964,1
24013,1
24112,3
24151,1
24153,1
24202,1
24219,1
24319,1
24370,1
24382,2
24477,1
24605,1
24740,1
24882,1
25306,1
25401,1
25404,1
25705,1
25837,1
26062,1
26133,1
26554,2
27014,1
27103,1
27106,1
27205,1
27215,2
27217,1
27284,1
27305,1
27312,1
27317,1
27360,1
27405,1
27409,1
27410,1
27525,1
27526,1
27529,1
27530,1
27540,1
27560,1
27596,1
27603,1
27606,1
27612,1
27816,1
27843,1
27850,1
27851,1
27856,1
27858,1
27909,1
27937,1
28012,1
28016,1
28052,2
28054,1
28056,2
28092,2
28104,1
28105,1
28110,1
28117,1
28120,1
28139,1
28144,1
28146,1
28150,1
28164,1
28204,1
28208,1
28214,1
28215,2
28216,1
28270,2
28303,1
28312,1
28314,1
28358,1
28403,1
28411,1
28443,1
28451,1
28460,1
28461,2
28472,2
28510,1
28606,1
28659,1
28681,1
28690,1
28739,1
28792,1
28801,1
28901,1
28904,3
28906,1
28909,1
29204,1
29205,1
29209,2
29212,1
29301,1
29307,2
29388,1
29414,1
29420,1
29437,1
29456,2
29464,1
29482,1
29483,2
29501,1
29506,1
29565,1
29571,1
29572,1
29577,1
29579,1
29592,1
29611,1
29615,2
29625,1
29649,1
29651,4
29671,1
29681,4
29687,1
29702,1
29710,2
29715,1
29720,1
29732,1
29745,1
29801,1
29926,1
30003,1
30004,12
30005,5
30006,2
30008,3
30011,1
30012,2
30013,1
30016,4
30017,1
30019,3
30021,1
30022,7
30024,6
30028,1
30030,3
30031,1
30032,3
30033,5
30034,6
30035,5
30038,2
30039,1
30040,15
30041,4
30043,13
30044,5
30045,5
30046,1
30047,5
30052,7
30058,1
30060,14
30061,1
30062,10
30064,4
30066,5
30067,3
30068,4
30071,4
30072,1
30075,7
30076,4
30078,8
30080,5
30083,5
30084,4
30087,1
30092,3
30093,1
30094,2
30096,2
30097,2
30101,2
30102,7
30104,1
30105,1
30106,1
30110,1
30113,3
30114,4
30115,3
30116,4
30117,1
30120,4
30121,3
30122,2
30124,1
30125,2
30126,1
30127,6
30132,7
30134,6
30135,12
30143,1
30144,5
30152,5
30157,4
30161,4
30165,6
30168,1
30175,1
30179,1
30180,1
30183,1
30184,4
30185,1
30188,8
30189,2
30204,2
30213,2
30215,3
30223,2
30224,4
30228,6
30230,1
30233,5
30236,2
30238,1
30240,5
30241,3
30248,1
30251,1
30252,4
30253,10
30257,1
30263,5
30265,2
30269,3
30274,1
30277,3
30281,3
30284,1
30288,1
30290,2
30291,2
30294,5
30297,2
30301,13
30302,2
30303,12
30305,4
30306,4
30307,9
30308,5
30309,4
30310,4
30311,3
30312,5
30313,4
30314,11
30315,2
30316,3
30318,3
30319,11
30324,6
30326,1
30327,3
30328,3
30329,4
30331,10
30337,3
30338,7
30339,3
30340,1
30341,7
30342,3
30344,4
30345,2
30346,1
30348,1
30349,3
30350,4
30354,1
30360,4
30363,1
30501,2
30506,5
30513,1
30517,1
30518,2
30519,4
30521,1
30523,1
30527,1
30533,7
30534,2
30542,4
30546,1
30548,6
30549,2
30553,1
30558,1
30560,1
30566,5
30575,1
30601,2
30604,1
30605,6
30606,6
30607,4
30620,1
30627,1
30628,1
30630,1
30633,1
30646,1
30650,3
30655,2
30666,1
30677,1
30680,5
30683,1
30701,6
30705,1
30721,1
30733,1
30736,1
30747,2
30815,1
30824,1
30906,1
30907,1
31024,1
31027,2
31028,1
31032,1
31046,2
31064,1
31088,1
31089,1
31093,1
31211,1
31324,2
31602,1
31620,1
31647,1
31705,1
31707,1
31763,1
31822,1
31907,1
32003,2
32011,1
32065,1
32068,1
32073,1
32084,1
32086,2
32091,1
32127,1
32137,1
32176,1
32217,1
32222,1
32225,1
32226,2
32244,1
32304,1
32312,1
32351,1
32401,1
32413,1
32440,1
32503,3
32507,1
32514,2
32567,1
32570,1
32607,2
32703,2
32707,1
32708,2
32712,1
32713,2
32714,3
32724,2
32746,1
32763,1
32765,1
32771,1
32773,1
32780,1
32792,2
32803,2
32804,1
32805,1
32810,2
32811,1
32818,1
32819,1
32821,1
32826,1
32829,1
32839,1
32907,1
32909,1
32922,1
32927,1
32931,1
32934,1
32935,1
32951,1
32955,1
32963,1
33012,1
33013,1
33021,1
33024,1
33026,1
33027,2
33029,2
33031,1
33033,1
33064,1
33073,1
33076,1
33101,1
33109,1
33122,2
33125,1
33128,1
33130,4
33131,2
33132,1
33134,1
33139,1
33140,1
33142,1
33144,1
33161,1
33165,1
33167,1
33173,1
33174,1
33176,2
33179,1
33185,1
33187,2
33190,1
33196,1
33305,1
33309,1
33321,2
33322,1
33334,3
33351,2
33409,1
33410,2
33415,1
33418,1
33428,1
33432,1
33433,3
33435,1
33436,1
33437,1
33442,1
33444,1
33449,1
33458,1
33467,1
33473,1
33477,1
33484,3
33496,1
33511,2
33540,1
33543,1
33544,1
33547,1
33556,1
33569,1
33570,1
33572,1
33573,1
33578,1
33594,1
33602,1
33604,1
33605,1
33607,1
33612,5
33613,1
33619,1
33634,1
33647,1
33708,1
33714,1
33765,3
33773,1
33801,1
33805,1
33810,1
33837,1
33868,1
33870,1
33880,1
33901,1
33909,1
33913,1
33914,2
33917,1
33928,1
33931,1
33952,1
33974,1
33990,2
34034,1
34102,1
34105,1
34113,2
34119,3
34120,1
34203,1
34222,1
34231,1
34236,1
34238,1
34242,1
34243,1
34275,1
34434,1
34476,2
34477,1
34606,1
34608,1
34610,1
34613,1
34652,2
34655,1
34684,1
34691,1
34695,1
34698,1
34711,2
34714,1
34731,1
34741,8
34744,2
34746,1
34747,1
34758,2
34761,1
34788,2
34953,2
34972,1
34983,1
35005,1
35068,1
35071,1
35127,1
35151,1
35160,1
35173,1
35211,1
35215,1
35217,2
35224,1
35226,1
35228,1
35242,1
35404,1
35405,1
35444,1
35541,1
35616,1
35750,1
35758,1
35801,1
35805,1
35810,1
35904,1
35966,1
35968,1
35973,2
36054,1
36067,1
36111,1
36116,1
36207,1
36250,1
36266,1
36272,1
36301,5
36344,1
36562,2
36801,1
36863,1
37013,2
37029,1
37050,1
37073,1
37075,1
37087,1
37101,1
37115,1
37122,2
37127,1
37128,1
37129,1
37130,1
37148,1
37174,1
37188,1
37189,1
37205,1
37206,1
37209,1
37211,1
37212,1
37221,1
37303,1
37312,1
37334,1
37355,1
37379,1
37385,1
37416,1
37421,1
37604,1
37620,2
37640,1
37642,1
37660,1
37687,1
37690,1
37748,1
37763,1
37764,1
37765,1
37766,1
37769,1
37772,1
37803,1
37804,1
37806,1
37819,1
37840,1
37849,1
37869,1
37874,1
37890,1
37917,1
37918,1
37921,1
37922,1
37931,1
38018,1
38024,1
38115,1
38117,1
38119,1
38122,1
38128,1
38225,1
38313,1
38330,1
38366,2
38401,1
38451,1
38501,3
38553,1
38556,1
38562,1
38583,1
38655,1
38659,1
38751,1
38804,1
38834,1
38965,1
39051,1
39056,2
39110,1
39111,1
39175,1
39202,1
39204,1
39212,2
39440,1
39443,1
39502,1
39505,1
40003,1
40037,1
40059,1
40162,2
40202,1
40204,1
40206,1
40219,1
40311,1
40324,1
40342,1
40359,1
40380,1
40403,2
40447,1
40484,1
40508,1
40517,1
40701,1
40769,1
40831,1
41017,2
41030,1
41033,1
41042,1
41091,1
41144,2
41174,1
41240,1
41635,1
42069,1
42082,1
42101,2
42103,1
42141,1
42754,2
42757,1
43017,1
43023,1
43026,1
43050,1
43055,4
43062,1
43065,1
43081,1
43119,1
43123,1
43207,1
43209,1
43228,1
43230,1
43311,1
43358,1
43420,1
43526,1
43567,1
43604,1
43605,2
43607,1
43731,1
43832,1
43920,1
43964,1
44022,1
44035,1
44039,2
44052,1
44053,1
44056,1
44070,1
44074,1
44076,1
44095,1
44105,1
44106,1
44110,1
44113,1
44115,1
44122,2
44124,1
44130,3
44134,4
44136,1
44143,1
44197,1
44203,1
44221,3
44224,2
44235,1
44241,1
44260,1
44266,1
44270,1
44301,1
44305,1
44314,1
44410,1
44431,1
44446,1
44460,1
44485,1
44515,1
44646,1
44663,1
44695,1
44707,1
44720,1
44805,2
44827,1
44857,1
44870,1
44890,1
44907,2
45011,2
45014,1
45015,1
45122,1
45140,1
45212,1
45225,1
45237,2
45238,1
45247,1
45248,1
45324,1
45344,1
45345,1
45365,1
45373,2
45414,1
45429,1
45431,1
45458,1
45459,1
45613,1
45638,1
45677,1
45891,1
46012,1
46033,1
46060,1
46077,1
46123,1
46140000,1
46142,1
46151,2
46202,1
46203,1
46208,1
46220,1
46221,3
46222,1
46224,1
46226,1
46227,2
46236,2
46239,1
46254,1
46260,2
46307,2
46311,1
46312,1
46322,1
46360,1
46368,2
46373,1
46375,2
46385,1
46410,2
46510,1
46514,1
46614,1
46628,1
46637,1
46801,1
46806,2
47060,1
47129,1
47170,1
47274,1
47303,1
47620,1
47715,1
47802,1
47874,1
47905,1
47906,1
47933,1
48036,1
48038,1
48045,1
48047,1
48062,1
48075,1
48076,1
48083,1
48091,3
48092,1
48103,1
48105,1
48108,1
48111,1
48126,1
48161,2
48162,1
48170,2
48178,1
48180,1
48186,1
48187,2
48189,1
48197,1
48212,1
48217,1
48223,1
48224,2
48239,1
48307,2
48310,1
48315,1
48331,1
48335,1
48341,1
48346,1
48366,1
48374,1
48421,1
48442,1
48453,1
48458,1
48603,1
48640,1
48647,1
48706,1
48725,1
48737,1
48746,1
48801,1
48808,1
48823,1
48858,3
48892,1
48910,2
49002,1
49015,1
49030,1
49037,1
49085,1
49315,1
49321,1
49401,1
49426,1
49437,1
49441,1
49442,1
49464,1
49504,1
49509,1
49525,1
49546,2
49707,1
49735,1
49738,1
49770,1
49801,1
49938,1
50010,2
50021,1
50023,1
50029,1
50049,1
50263,1
50266,1
50315,2
50613,2
51104,2
51301,1
51503,1
52157,1
52246,1
52352,1
52405,1
52601,1
52635,1
52732,1
52748,1
52778,1
53001,1
53029,1
53032,1
53074,1
53110,1
53120,1
53132,1
53143,1
53154,1
53183,1
53207,1
53212,1
53214,1
53217,1
53218,1
53220,2
53221,1
53228,1
53406,1
53532,1
53545,1
53546,1
53549,1
53581,1
53703,1
53704,1
54115,1
54235,1
54311,1
54401,1
54449,1
54521,1
54555,1
54703,3
54819,1
54914,1
54915,1
54956,1
55044,1
55056,1
55066,1
55075,1
55104,1
55109,1
55114,1
55125,1
55126,1
55129,1
55311,1
55313,1
55337,1
55344,1
55350,1
55362,1
55379,1
55401,1
55403,1
55406,2
55408,2
55409,1
55420,2
55424,1
55437,2
55438,1
55746,2
55775,1
55803,1
55810,1
55901,2
56021,1
56073,2
56087,1
56228,1
56341,1
56342,1
56353,1
56440,1
56444,1
56544,1
57006,2
57069,1
57078,1
57105,1
57382,1
57701,1
57719,1
58075,1
58103,1
58329,1
58433,1
58504,1
58554,1
59101,1
59323,1
59644,1
59802,1
59846,1
59864,1
59870,1
59918,1
60004,1
60013,1
60016,1
60018,1
60030,1
60041,1
60056,2
60060,1
60064,1
60068,2
60069,1
60073,2
60077,2
60090,1
60094,1
60096,1
60106,1
60120,1
60126,1
60130,1
60156,2
60174,1
60178,1
60185,1
60193,2
60409,2
60411,1
60417,1
60419,1
60430,1
60431,1
60439,2
60441,2
60446,1
60448,1
60450,1
60461,2
60463,1
60466,1
60477,1
60502,1
60504,1
60515,1
60517,1
60527,1
60543,1
60563,2
60565,1
60602,7
60605,1
60606,1
60608,2
60609,1
60612,1
60614,1
60615,2
60616,1
60618,1
60619,1
60622,1
60623,1
60626,2
60628,2
60629,1
60633,1
60634,2
60637,1
60638,1
60640,2
60645,2
60647,1
60649,6
60655,1
60657,1
60659,1
60714,1
60910,1
61010,1
61020,1
61025,1
61036,1
61075,1
61107,2
61314,1
61401,1
61491,1
61611,1
61801,1
61820,1
61832,1
61920,1
61944,1
62206,2
62221,1
62250,1
62305,1
62355,1
62411,1
62413,1
62521,1
62544,1
62568,1
62901,1
63021,1
63023,1
63043,1
63044,2
63088,1
63108,1
63109,1
63111,1
63115,1
63116,1
63123,1
63132,1
63134,1
63136,3
63304,1
63366,1
63376,3
63385,1
63390,1
63501,1
63730,1
63848,1
63965,1
64029,1
64054,1
64093,2
64117,1
64131,1
64133,1
64136,1
64801,1
65079,1
65202,4
65203,2
65233,1
65251,1
65265,1
65325,1
65401,1
65453,1
65466,1
65483,1
655000000,1
65584,1
65668,1
65714,1
65781,1
65802,1
65804,2
65807,3
66048,2
66054,1
66062,1
66517,1
66618,1
67002,1
67005,1
67060,1
67106,1
67204,2
67216,2
67217,1
67220,1
67336,1
67501,1
68046,1
68104,1
68105,1
68110,1
68132,1
68133,1
68134,1
68135,1
68164,1
68502,1
68506,1
68507,1
68701,1
68745,1
68883,1
69162,1
69301,1
69361,1
70070,1
70071,1
70115,1
70123,1
70131,1
70359,1
70395,1
70401,1
70443,1
70448,1
70454,3
70507,1
70563,1
70570,1
70601,3
70714,1
70726,1
70737,1
70764,1
70817,1
71108,1
71111,2
71201,1
71203,1
71251,1
71292,1
71295,1
71654,1
71743,1
71913,1
72015,1
72022,1
72076,1
72116,1
72160,1
72204,1
72205,1
72211,1
72212,1
72401,2
72450,1
72520,1
72687,1
72703,1
72842,1
72908,1
72934,1
73008,1
73036,2
73044,1
73068,1
73069,2
73128,1
73444,1
73449,1
73572,1
73703,1
73945,1
74008,1
74012,1
74022,1
74023,1
74110,1
74135,1
74354,1
74401,1
74434,1
74501,1
74652,1
75007,1
75023,1
75038,1
75040,1
75052,1
75056,3
75061,1
75062,1
75067,3
75068,1
75070,1
75071,1
75077,1
75078,1
75080,1
75081,1
75093,1
75094,1
75098,1
75104,1
75115,1
75150,1
75181,2
75201,2
75205,2
75206,1
75207,1
75214,1
75228,1
75231,1
75235,1
75243,3
75248,1
75252,1
75254,1
75287,1
75482,1
75604,1
75638,1
75702,1
75703,1
75785,1
75904,1
75956,1
76006,1
76011,1
76015,1
76018,1
76028,1
76051,1
76063,1
76084,1
76087,1
76102,1
76123,1
76126,1
76131,1
76132,1
76140,1
76155,1
76179,1
76207,1
76210,1
76247,1
76248,1
76351,1
76367,2
76503,1
76530,1
76548,1
76569,1
76670,1
76705,1
76710,1
76834,1
76903,1
77008,1
77011,1
77021,2
77023,1
77025,1
77026,1
77028,1
77036,1
77042,2
77043,1
77047,1
77057,1
77060,1
77061,1
77068,1
77072,1
77077,1
77082,1
77083,2
77084,2
77086,1
77089,1
77095,1
77098,1
77099,1
77301,1
77304,1
77316,1
77355,1
77356,1
77372,1
77375,2
77377,1
77379,1
77386,1
77429,2
77433,1
77449,1
77471,1
77477,1
77479,3
77498,1
77521,1
77536,1
77550,1
77580,1
77632,1
77664,1
77705,1
77802,1
77845,1
77861,1
78052,1
78130,2
78209,1
78211,1
78233,1
78237,1
78245,5
78251,1
78258,1
78363,1
78368,1
78415,1
78418,1
78501,2
78520,1
78550,1
78572,1
78582,1
78610,1
78611,1
78624,1
78640,2
78666,1
78702,1
78720,1
78735,1
78738,1
78741,1
78745,1
78748,1
78749,1
78756,1
78759,1
78852,1
79065,1
79072,2
79109,1
79416,2
79424,1
79521,1
79772,1
79901,2
79907,2
79911,1
79924,1
79928,1
79934,1
79936,1
80002,1
80004,1
80010,2
80011,1
80012,2
80013,2
80022,1
80110,1
80117,1
80124,1
80126,1
80127,1
80203,1
80204,1
80208,2
80211,1
80219,1
80221,1
80227,1
80228,1
80231,1
80232,1
80235,1
80241,1
80246,1
80301,2
80503,2
80545,1
80634,1
80817,1
80833,1
80863,1
80906,1
80909,1
80917,1
80925,1
81008,1
81050,1
81413,1
81501,1
82072,1
82501,1
83202,1
83311,1
83401,1
83420,1
83605-3076,1
83646,1
83661,1
83686,2
83704,1
83814,1
